1,2,3,4,g to N factor
16.85763479,35.3039472,52.01448221,69.53896933,0.009806652
22.74162599,27.30171917,55.72139666,59.65386412,
24.50682335,39.9817202,57.33949424,37.94193659,
20.6135825,21.77076744,34.33308865,50.61213097,
30.41042785,30.81250058,45.72841828,60.15400337,
