0.5,1,2,3
7.100268,14.641851,26.96925,38.296335
9.179352,20.98698,35.560182,46.19097
13.504239,17.995845,33.618396,43.474431
11.915505,11.542839,33.069204,34.3245
10.150245,18.486195,39.757578,44.013816
