0.9806652,2.9419956,4.903326,7.354989,9.806652
0.68,3.54,3.73,3.550666667,2.784
2.32,7.103333333,4.308,5.176,5.141
6.05,2.84,6.998,3.456,2.964
4.02,3.046666667,4.58,3.818666667,4.654
4.31,7.193333333,4.424,5.473333333,5.34
